ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
VRRE2,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,OPEN SEA,2025-01-09 06:51:00,2025-01-10 01:00:00,-18.15,12.85,17.760688956433647,0.0,0.0,18.15,18.15,12.85
3FEB,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"NINGBO, ZJ",2025-01-10 03:09:00,2025-01-10 02:00:00,1.15,8.816666666666666,1.049128477645085,0.7171572001283104,20.3,19.15,19.87,8.82
3E2534,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,OPEN SEA,2025-01-09 08:46:00,2025-01-10 03:00:00,-18.233333333333334,13.266666666666667,17.760688956433647,0.0,1.92,20.15,20.15,13.27
5LLR7,CONTAINER,KONG HING AGENCY LTD,PORT KLANG,2025-01-10 05:00:00,2025-01-10 04:00:00,1.0,10.916666666666666,0.9558367768595037,0.7572916666666668,22.15,21.15,21.91,10.92
H3MN,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,HAIPHONG,2025-01-10 06:57:00,2025-01-10 06:00:00,0.95,7.983333333333333,1.440040040040041,1.45,24.1,23.15,24.6,7.98
OZGK2,CONTAINER,PENAVICO (HONG KONG) LIMITED,SINGAPORE,2025-01-10 09:10:00,2025-01-10 07:00:00,2.1666666666666665,16.416666666666668,1.1031479741019203,1.4762500000000003,26.32,24.15,25.63,16.42
V2HT3,CONTAINER,OOCL HONG KONG BRANCH,KAOHSIUNG,2025-01-10 07:36:00,2025-01-10 07:00:00,0.6,10.4,1.4210100117785627,1.5379901960784312,24.75,24.15,25.69,10.4
9V7385,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-01-10 09:17:00,2025-01-10 08:00:00,1.2833333333333334,14.25,1.4210100117785627,1.5833333333333333,26.43,25.15,26.73,14.25
DIKI2,CONTAINER,HAPAG-LLOYD (CHINA) LTD,SINGAPORE,2025-01-10 11:56:00,2025-01-10 09:00:00,2.933333333333333,10.2,1.1031479741019203,2.6166666666666667,29.08,26.15,28.77,10.2
9V7866,CONTAINER,HYALINE SHIPPING (HK) CO LTD,QINGDAO,2025-01-10 13:42:00,2025-01-10 10:30:00,3.2,6.266666666666667,0.6478160919540227,1.4,30.85,27.65,29.05,6.27
9HA3184,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"YANTIAN, SHENZHEN",2025-01-10 13:16:00,2025-01-10 12:00:00,1.2666666666666666,7.183333333333334,1.0358228181164737,1.0166666666666666,30.42,29.15,30.17,7.18
D7ID,CONTAINER,SINOKOR HONGKONG CO LIMITED,KWANGYANG,2025-01-10 17:15:00,2025-01-10 13:30:00,3.75,5.716666666666667,1.5358082095895205,1.1166666666666667,34.4,30.65,31.77,5.72
3WXP7,CONTAINER,BEN LINE AGENCIES (HK) LTD,MANILA,2025-01-10 16:39:00,2025-01-10 16:30:00,0.15,2.316666666666667,1.2286694101508917,0.23148148148148145,33.8,33.65,33.88,2.32
V7A6129,CONTAINER,KONG HING AGENCY LTD,LAEM CHABANG,2025-01-10 17:28:00,2025-01-10 18:00:00,-0.5333333333333333,15.483333333333333,1.734317542721178,1.15,34.62,35.15,36.3,15.48
3E4009,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KUANTAN,2025-01-10 21:39:00,2025-01-10 18:00:00,3.65,9.916666666666666,0.9888648504273503,1.3666666666666667,38.8,35.15,36.52,9.92
V7A7436,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-01-10 21:26:00,2025-01-10 18:30:00,2.933333333333333,6.266666666666667,3.727335212075523,1.4500000000000002,38.58,35.65,37.1,6.27
VRFF4,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-01-11 07:58:00,2025-01-10 21:00:00,10.966666666666669,15.666666666666666,1.4210100117785627,1.2107843137254901,49.12,38.15,39.36,15.67
VRFO6,CONTAINER,OCEANLINKS MARINE LIMITED,HAIPHONG,2025-01-10 20:35:00,2025-01-10 21:30:00,-0.9166666666666666,5.283333333333333,1.440040040040041,1.2166666666666666,37.73,38.65,39.87,5.28
9V7047,CONTAINER,HYALINE SHIPPING (HK) CO LTD,DAVAO,2025-01-10 23:31:00,2025-01-10 22:00:00,1.5166666666666666,19.483333333333334,2.1115306925770163,1.5499999999999998,40.67,39.15,40.7,19.48
5LJZ6,CONTAINER,PENAVICO (HONG KONG) LIMITED,"XIAMEN, FJ",2025-01-11 07:46:00,2025-01-10 22:00:00,9.766666666666667,16.583333333333332,1.288969844161101,1.1333333333333333,48.92,39.15,40.28,16.58
