ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
VQUK5,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-02-16 04:09:00,2025-02-16 03:00:00,1.15,14.3,1.3568963468218915,1.1333333333333333,1.15,0.0,1.13,14.3
HOGZ,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-02-16 05:09:00,2025-02-16 04:00:00,1.15,14.966666666666669,1.3568963468218915,1.4,2.15,1.0,2.4,14.97
BPBX,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,YANGPU,2025-02-16 08:23:00,2025-02-16 07:00:00,1.3833333333333333,11.033333333333331,0.537962962962963,1.4333333333333331,5.38,4.0,5.43,11.03
V7A4536,CONTAINER,OCEANLINKS MARINE LIMITED,"XIAMEN, FJ",2025-02-16 09:09:00,2025-02-16 07:00:00,2.15,6.85,1.2446190732879645,1.2666666666666666,6.15,4.0,5.27,6.85
3EXT6,CONTAINER,PENAVICO (HONG KONG) LIMITED,DANANG,2025-02-16 08:40:00,2025-02-16 07:00:00,1.6666666666666667,11.533333333333331,1.8031084656084655,0.9642857142857142,5.67,4.0,4.96,11.53
VRUN4,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"SHEKOU, SHENZHEN",2025-02-16 10:05:00,2025-02-16 07:30:00,2.5833333333333335,10.566666666666666,3.5725166022488084,2.542885191916888,7.08,4.5,7.04,10.57
V2GK7,CONTAINER,PENAVICO (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-02-16 10:28:00,2025-02-16 07:30:00,2.966666666666667,4.133333333333334,3.5725166022488084,0.3868639378676203,7.47,4.5,4.89,4.13
9V8604,CONTAINER,PENAVICO (HONG KONG) LIMITED,"YANTIAN, SHENZHEN",2025-02-16 13:07:00,2025-02-16 12:00:00,1.1166666666666667,10.75,1.104686166816224,1.2166666666666666,10.12,9.0,10.22,10.75
D5SI4,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"NANSHA, PANYU",2025-02-16 13:59:00,2025-02-16 12:30:00,1.4833333333333334,16.05,1.4076601998824223,2.033333333333333,10.98,9.5,11.53,16.05
9WTX5,CONTAINER,HARBOUR-LINK LINES LIMITED ,BINTULU,2025-02-16 12:31:00,2025-02-16 13:00:00,-0.4833333333333333,19.983333333333334,1.174946168793656,0.9833333333333332,9.52,10.0,10.98,19.98
V7A2844,CONTAINER,NAMSUNG SHIPPING HONG KONG LIMITED,INCHEON,2025-02-16 19:35:00,2025-02-16 14:00:00,5.583333333333333,10.35,2.0865309200603317,2.05,16.58,11.0,13.05,10.35
BODH6,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,DAVAO,2025-02-16 16:10:00,2025-02-16 14:00:00,2.1666666666666665,6.666666666666667,1.9488408233265542,0.6780545829966782,13.17,11.0,11.68,6.67
A8KS9,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-02-16 16:40:00,2025-02-16 15:30:00,1.1666666666666667,8.883333333333333,1.3568963468218915,1.2333333333333334,13.67,12.5,13.73,8.88
V7A5710,CONTAINER,T.S. LINES LIMITED,KAOHSIUNG,2025-02-16 17:35:00,2025-02-16 16:30:00,1.0833333333333333,28.883333333333333,1.3568963468218915,1.3166666666666669,14.58,13.5,14.82,28.88
VRPU2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-02-16 18:50:00,2025-02-16 17:30:00,1.3333333333333333,11.066666666666666,1.2261758691206546,0.9166666666666666,15.83,14.5,15.42,11.07
BPKJ,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,"NINGBO, ZJ",2025-02-16 21:19:00,2025-02-16 20:00:00,1.3166666666666669,7.716666666666667,1.0844090873225758,1.1666666666666665,18.32,17.0,18.17,7.72
D5BF7,CONTAINER,PACIFIC INTERNATIONAL LINES (HK) LTD,"SHEKOU, SHENZHEN",2025-02-16 23:22:00,2025-02-16 21:30:00,1.8666666666666667,20.65,3.5725166022488084,2.75,20.37,18.5,21.25,20.65
9V8571,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,LAEM CHABANG,2025-02-17 00:12:00,2025-02-16 23:00:00,1.2,12.85,1.664768781989335,1.4,21.2,20.0,21.4,12.85
3EMX2,CONTAINER,SINOTRANS (HK) SHIPPING LTD,HAIPHONG,2025-02-17 00:59:00,2025-02-16 23:30:00,1.4833333333333334,10.65,1.4647492625368734,1.3,21.98,20.5,21.8,10.65
7JVP,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,OAKLAND,2025-02-17 01:20:00,2025-02-16 23:30:00,1.8333333333333333,17.816666666666666,1.512099087000759,2.8095517602047835,22.33,20.5,23.31,17.82
