ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
BOAM7,CONTAINER,PENAVICO (HONG KONG) LIMITED,"QINZHOU, GX",2025-05-16 03:11:00,2025-05-16 00:30:00,2.683333333333333,8.766666666666667,1.5083333333333333,4.616666666666666,17.22,14.53,19.15,8.77
V2HT3,CONTAINER,OOCL HONG KONG BRANCH,KAOHSIUNG,2025-05-16 03:30:00,2025-05-16 02:30:00,1.0,13.516666666666667,4.133333333333333,1.45,17.53,16.53,17.98,13.52
9V6497,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-05-16 06:51:00,2025-05-16 02:30:00,4.35,11.116666666666667,2.414285714285714,1.2333333333333334,20.88,16.53,17.76,11.12
3FOB4,CONTAINER,YANG MING LINE (HONG KONG) LTD,HO CHI MINH CITY,2025-05-16 04:30:00,2025-05-16 03:00:00,1.5,9.4,3.7572916666666667,0.6833333333333333,18.53,17.03,17.71,9.4
9HA5926,CONTAINER,CMA CGM (HONG KONG) LIMITED,SINGAPORE,2025-05-16 04:29:00,2025-05-16 03:00:00,1.4833333333333334,13.05,0.61,2.1333333333333333,18.52,17.03,19.16,13.05
VRTT8,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"NANSHAN, SHENZHEN",2025-05-16 05:44:00,2025-05-16 03:30:00,2.2333333333333334,11.0,1.0866666666666664,1.0666666666666669,19.77,17.53,18.6,11.0
V7A5639,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-05-16 06:27:00,2025-05-16 04:30:00,1.95,9.5,0.5708333333333333,1.7333333333333334,20.48,18.53,20.26,9.5
HO3256,CONTAINER,KMTC (HK) CO LIMITED,PUSAN,2025-05-16 06:09:00,2025-05-16 05:00:00,1.15,11.833333333333334,1.1400000000000001,1.6166666666666667,20.18,19.03,20.65,11.83
D5DG9,CONTAINER,HMM (HONG KONG) LIMITED,SINGAPORE,2025-05-16 07:52:00,2025-05-16 06:30:00,1.3666666666666667,9.6,1.0916666666666666,0.1166666666666666,21.9,20.53,20.65,9.6
VRJT8,CONTAINER,OOCL HONG KONG BRANCH,VUNGTAU,2025-05-16 09:42:00,2025-05-16 08:30:00,1.2,9.316666666666666,6.491666666666666,1.3666666666666667,23.73,22.53,23.9,9.32
BQXZ,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"SHEKOU, SHENZHEN",2025-05-15 09:58:00,2025-05-16 09:30:00,-23.533333333333335,3.5833333333333335,10.479411764705882,1.0,0.0,23.53,24.53,3.58
D5WR5,CONTAINER,YANG MING LINE (HONG KONG) LTD,KEELUNG,2025-05-16 12:39:00,2025-05-16 11:00:00,1.65,11.316666666666666,0.4203703703703703,1.4833333333333334,26.68,25.03,26.51,11.32
V7AZ4,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-05-16 15:25:00,2025-05-16 13:30:00,1.9166666666666667,11.183333333333334,0.5196969696969697,2.9166666666666665,29.45,27.53,30.45,11.18
VROR6,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"WENZHOU, ZJ",2025-05-16 13:08:00,2025-05-16 15:00:00,-1.8666666666666667,6.333333333333333,6.120833333333334,1.0666666666666669,27.17,29.03,30.1,6.33
BHLT,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-05-16 17:49:00,2025-05-16 16:30:00,1.3166666666666669,13.166666666666666,0.05833333333333335,1.4666666666666666,31.85,30.53,32.0,13.17
OYLZ2,CONTAINER,SINOTRANS (HK) SHIPPING LTD,KAOHSIUNG,2025-05-16 18:44:00,2025-05-16 17:30:00,1.2333333333333334,13.866666666666667,0.5624999999999999,1.1,32.77,31.53,32.63,13.87
VRSC2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,HAIPHONG,2025-05-16 20:18:00,2025-05-16 18:30:00,1.8,13.466666666666669,0.8083333333333333,0.0,34.33,32.53,32.53,13.47
9HA4040,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,"CHIWAN, SHENZHEN",2025-05-16 20:38:00,2025-05-16 18:30:00,2.1333333333333333,10.983333333333333,0.04166666666666663,1.4666666666666666,34.67,32.53,34.0,10.98
3E3895,CONTAINER,LEGO CONSOLIDATOR & WAREHOUSE COMPANY LIMITED,"NANSHA, PANYU",2025-05-16 18:42:00,2025-05-16 19:00:00,-0.3,2.783333333333333,0.9083333333333333,1.5,32.73,33.03,34.53,2.78
D5IN6,CONTAINER,PENAVICO (HONG KONG) LIMITED,SINGAPORE,2025-05-16 22:46:00,2025-05-16 19:30:00,3.2666666666666666,25.5,0.8190476190476191,1.7333333333333334,36.8,33.53,35.26,25.5
VRWE8,CONTAINER,OOCL HONG KONG BRANCH,LAEM CHABANG,2025-05-16 19:09:00,2025-05-16 20:00:00,-0.85,10.983333333333333,2.3,1.3166666666666669,33.18,34.03,35.35,10.98
V7ZR2,CONTAINER,NAMSUNG SHIPPING HONG KONG LIMITED,BUSAN,2025-05-16 20:25:00,2025-05-16 21:00:00,-0.5833333333333334,11.033333333333331,1.7355555555555555,2.45,34.45,35.03,37.48,11.03
5LLY5,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-05-16 22:59:00,2025-05-16 21:00:00,1.9833333333333336,18.966666666666665,0.44999999999999996,2.7666666666666666,37.02,35.03,37.8,18.97
A8SN4,CONTAINER,CMA CGM (HONG KONG) LIMITED,TAURANGA,2025-05-17 00:04:00,2025-05-16 21:00:00,3.066666666666667,14.566666666666666,10.180555555555555,1.0,38.1,35.03,36.03,14.57
VRWF4,CONTAINER,BEN LINE AGENCIES (HK) LTD,"XIAMEN, FJ",2025-05-16 21:30:00,2025-05-16 21:00:00,0.5,5.516666666666667,0.2638888888888889,1.1833333333333331,35.53,35.03,36.21,5.52
9V3760,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"SHANGHAI, SH",2025-05-16 22:34:00,2025-05-16 21:30:00,1.0666666666666669,24.816666666666663,3.2907407407407403,3.4,36.6,35.53,38.93,24.82
9V6500,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-05-17 00:16:00,2025-05-16 22:00:00,2.2666666666666666,25.183333333333337,1.2127450980392158,0.4333333333333331,38.3,36.03,36.46,25.18
HSB8290,CONTAINER,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,OPEN SEA,2025-05-15 22:33:00,2025-05-16 22:00:00,-23.45,18.383333333333333,0.5416666666666666,2.4,12.58,36.03,38.43,18.38
XVEQ7,CONTAINER,MEGATOP AGENCY LIMITED,HAIPHONG,2025-05-17 00:25:00,2025-05-16 23:30:00,0.9166666666666666,16.616666666666667,0.5,2.4833333333333334,38.45,37.53,40.01,16.62
