ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
VRLO5,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,"YANTIAN, SHENZHEN",2025-03-20 05:28:00,2025-03-20 04:00:00,1.4666666666666666,7.466666666666667,3.7333333333333343,1.2833333333333334,1.47,0.0,1.28,7.47
9V7863,CONTAINER,HYALINE SHIPPING (HK) CO LTD,TOKYO,2025-03-20 07:55:00,2025-03-20 05:00:00,2.9166666666666665,22.4,1.476190476190476,1.2166666666666666,3.92,1.0,2.22,22.4
9V7465,CONTAINER,PACIFIC INTERNATIONAL LINES (HK) LTD,"NANSHA, PANYU",2025-03-20 07:32:00,2025-03-20 06:00:00,1.5333333333333334,10.466666666666669,0.06388888888888884,1.3166666666666669,3.53,2.0,3.32,10.47
VROR6,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"WENZHOU, ZJ",2025-03-20 07:12:00,2025-03-20 06:00:00,1.2,13.616666666666667,12.175,1.3,3.2,2.0,3.3,13.62
A8JR6,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"QINZHOU, GX",2025-03-20 07:44:00,2025-03-20 06:30:00,1.2333333333333334,23.233333333333334,0.0,1.3,3.73,2.5,3.8,23.23
3FOB4,CONTAINER,YANG MING LINE (HONG KONG) LTD,HO CHI MINH CITY,2025-03-20 10:58:00,2025-03-20 07:00:00,3.966666666666667,9.0,3.9880952380952377,2.1166666666666667,6.97,3.0,5.12,9.0
S6AV5,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-03-20 16:52:00,2025-03-20 08:00:00,8.866666666666667,10.116666666666667,1.0541666666666667,3.6333333333333337,12.87,4.0,7.63,10.12
5BHU5,CONTAINER,PENAVICO (HONG KONG) LIMITED,"XIAMEN, FJ",2025-03-20 11:38:00,2025-03-20 09:00:00,2.6333333333333333,11.35,4.063888888888889,1.0,7.63,5.0,6.0,11.35
3EXX3,CONTAINER,SINOTRANS (HK) SHIPPING LTD,KAOHSIUNG,2025-03-20 13:16:00,2025-03-20 10:30:00,2.7666666666666666,8.933333333333334,0.0,2.183333333333333,9.27,6.5,8.68,8.93
5BMT6,CONTAINER,OOCL HONG KONG BRANCH,"OTHER, JAPAN",2025-03-20 16:55:00,2025-03-20 13:30:00,3.4166666666666665,15.583333333333334,2.144871794871795,1.55,12.92,9.5,11.05,15.58
V7A7425,CONTAINER,T.S. LINES LIMITED,KAOHSIUNG,2025-03-20 16:44:00,2025-03-20 15:30:00,1.2333333333333334,22.716666666666665,0.45694444444444443,1.6166666666666667,12.73,11.5,13.12,22.72
D7SP,CONTAINER,PENAVICO (HONG KONG) LIMITED,"XIAMEN, FJ",2025-03-20 16:23:00,2025-03-20 16:00:00,0.3833333333333333,18.066666666666663,1.0999999999999999,0.0166666666666666,12.38,12.0,12.02,18.07
V7A5332,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-03-20 18:46:00,2025-03-20 16:30:00,2.2666666666666666,6.75,0.7523809523809525,2.3333333333333335,14.77,12.5,14.83,6.75
VRUN9,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-03-20 20:56:00,2025-03-20 19:30:00,1.4333333333333331,7.583333333333333,0.3454545454545454,1.8166666666666669,16.93,15.5,17.32,7.58
