ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
A8YD3,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"SHEKOU, SHENZHEN",2025-02-12 03:12:00,2025-02-12 01:00:00,2.2,14.15,3.5725166022488084,2.7263292443824434,14.0,11.8,14.53,14.15
A8EG9,CONTAINER,SINOTRANS (HK) SHIPPING LTD,OPEN SEA,2025-02-11 13:12:00,2025-02-12 04:00:00,-14.8,10.883333333333333,17.83595679012346,0.0,0.0,14.8,14.8,10.88
DSOA9,CONTAINER,KMTC (HK) CO LIMITED,ULSAN,2025-02-12 07:17:00,2025-02-12 04:00:00,3.283333333333333,10.6,2.3017471053085545,1.2396015429168865,18.08,14.8,16.04,10.6
D5VC7,CONTAINER,PENAVICO (HONG KONG) LIMITED,HO CHI MINH CITY,2025-02-12 06:37:00,2025-02-12 05:30:00,1.1166666666666667,11.55,1.5457364341085276,1.2166666666666666,17.42,16.3,17.52,11.55
S6SS,CONTAINER,PACIFIC INTERNATIONAL LINES (HK) LTD,KOROR,2025-02-12 07:24:00,2025-02-12 06:00:00,1.4,16.566666666666666,2.6138888888888894,3.216666666666667,18.2,16.8,20.02,16.57
9HA4041,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,SINGAPORE,2025-02-12 01:52:00,2025-02-12 06:30:00,-4.633333333333334,24.25,1.1203169327936864,0.9728623858343081,12.67,17.3,18.27,24.25
3EUL8,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KUANTAN,2025-02-12 08:12:00,2025-02-12 07:00:00,1.2,10.383333333333333,1.0885416666666667,1.340854700854701,19.0,17.8,19.14,10.38
BLIH,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-02-12 09:12:00,2025-02-12 08:00:00,1.2,8.966666666666667,1.3568963468218915,1.7833333333333334,20.0,18.8,20.58,8.97
D5WQ6,CONTAINER,YANG MING LINE (HONG KONG) LTD,QINGDAO,2025-02-12 09:48:00,2025-02-12 08:30:00,1.3,7.283333333333333,0.7635135135135135,1.3833333333333333,20.6,19.3,20.68,7.28
9V7865,CONTAINER,HYALINE SHIPPING (HK) CO LTD,DANANG,2025-02-12 11:57:00,2025-02-12 10:00:00,1.95,9.216666666666669,1.8031084656084655,1.5666666666666669,22.75,20.8,22.37,9.22
3ELS,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"ZHANJIANG, GD",2025-02-12 12:35:00,2025-02-12 11:00:00,1.5833333333333333,23.783333333333335,1.1577513382678941,2.2775630235842668,23.38,21.8,24.08,23.78
V2HT3,CONTAINER,OOCL HONG KONG BRANCH,MANILA,2025-02-11 19:58:00,2025-02-12 11:30:00,-15.533333333333331,22.45,1.327250750750751,1.6833333333333331,6.77,22.3,23.98,22.45
C6YY8,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"SHEKOU, SHENZHEN",2025-02-12 15:00:00,2025-02-12 12:30:00,2.5,6.016666666666667,3.5725166022488084,0.5378318499987704,25.8,23.3,23.84,6.02
XVLV9,CONTAINER,MEGATOP AGENCY LIMITED,HAIPHONG,2025-02-12 17:15:00,2025-02-12 13:30:00,3.75,11.316666666666666,1.4647492625368734,2.216666666666667,28.05,24.3,26.52,11.32
V7A5615,CONTAINER,T.S. LINES LIMITED,LAEM CHABANG,2025-02-12 16:22:00,2025-02-12 14:00:00,2.3666666666666667,14.1,1.664768781989335,2.6223880597014926,27.17,24.8,27.42,14.1
9HA5926,CONTAINER,CMA CGM (HONG KONG) LIMITED,SINGAPORE,2025-02-12 18:07:00,2025-02-12 15:30:00,2.6166666666666667,16.1,1.1203169327936864,2.1333333333333333,28.92,26.3,28.43,16.1
9V7583,CONTAINER,HYALINE SHIPPING (HK) CO LTD,LEAMCHABANG,2025-02-12 20:24:00,2025-02-12 18:00:00,2.4,19.05,1.995856589819148,0.8190327613104527,31.2,28.8,29.62,19.05
A8SW4,CONTAINER,OOCL HONG KONG BRANCH,HO CHI MINH CITY,2025-02-12 18:00:00,2025-02-12 18:00:00,0.0,4.8,1.5457364341085276,1.65,28.8,28.8,30.45,4.8
VRGO3,CONTAINER,OOCL HONG KONG BRANCH,OPEN SEA,2025-02-12 02:13:00,2025-02-12 18:00:00,-15.783333333333331,9.15,17.83595679012346,0.0,13.02,28.8,28.8,9.15
D7UY,CONTAINER,SINOTRANS (HK) SHIPPING LTD,INCHEON,2025-02-12 22:22:00,2025-02-12 20:00:00,2.3666666666666667,7.066666666666666,2.0865309200603317,1.4833333333333334,33.17,30.8,32.28,7.07
V7PC2,CONTAINER,T.S. LINES LIMITED,"XIAMEN, FJ",2025-02-12 22:37:00,2025-02-12 21:30:00,1.1166666666666667,11.366666666666667,1.2446190732879645,1.35,33.42,32.3,33.65,11.37
9V9794,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,HO CHI MINH CITY,2025-02-13 00:44:00,2025-02-12 23:30:00,1.2333333333333334,10.216666666666669,1.5457364341085276,1.05,35.53,34.3,35.35,10.22
