ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
D7HW,CONTAINER,SINOKOR HONGKONG CO LIMITED,KWANGYANG,2025-04-26 06:40:00,2025-04-26 05:00:00,1.6666666666666667,7.566666666666666,0.0,1.2333333333333334,2.88,1.22,2.45,7.57
V7A2845,CONTAINER,NAMSUNG SHIPPING HONG KONG LIMITED,INCHEON,2025-04-26 03:47:00,2025-04-26 06:00:00,-2.216666666666667,14.533333333333331,2.993478260869565,1.05,0.0,2.22,3.27,14.53
3FZF9,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-04-26 07:40:00,2025-04-26 06:30:00,1.1666666666666667,12.766666666666667,0.0,0.6166666666666667,3.88,2.72,3.34,12.77
5LFC8,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"YANTIAN, SHENZHEN",2025-04-26 10:20:00,2025-04-26 09:00:00,1.3333333333333333,13.033333333333331,1.975,0.3999999999999999,6.55,5.22,5.62,13.03
9V6499,CONTAINER,HYALINE SHIPPING (HK) CO LTD,TAIPEI,2025-04-26 12:57:00,2025-04-26 11:30:00,1.45,19.166666666666668,1.368939393939394,2.0166666666666666,9.17,7.72,9.74,19.17
OZHU2,CONTAINER,PENAVICO (HONG KONG) LIMITED,SINGAPORE,2025-04-26 20:35:00,2025-04-26 12:30:00,8.083333333333334,33.9,2.014285714285714,2.4833333333333334,16.8,8.72,11.2,33.9
3ETC7,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,TAICHUNG,2025-04-26 14:26:00,2025-04-26 16:00:00,-1.5666666666666669,17.0,0.9801587301587301,1.6333333333333333,10.65,12.22,13.85,17.0
VRUL4,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-04-26 17:12:00,2025-04-26 16:00:00,1.2,13.633333333333333,0.7613636363636362,1.4833333333333334,13.42,12.22,13.7,13.63
S6AV3,CONTAINER,PENAVICO (HONG KONG) LIMITED,KAOHSIUNG,2025-04-27 00:45:00,2025-04-26 21:00:00,3.75,9.116666666666667,4.579166666666667,1.0,20.97,17.22,18.22,9.12
9M3104,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"ZHANJIANG, GD",2025-04-26 22:10:00,2025-04-26 21:00:00,1.1666666666666667,22.383333333333333,2.1803921568627453,2.25,18.38,17.22,19.47,22.38
3WIH7,CONTAINER,MEGATOP AGENCY LIMITED,HAIPHONG,2025-04-26 22:11:00,2025-04-26 21:00:00,1.1833333333333331,17.683333333333334,0.25,3.3,18.4,17.22,20.52,17.68
9V6509,CONTAINER,HYALINE SHIPPING (HK) CO LTD,CAT LAI PORT,2025-04-26 23:17:00,2025-04-26 22:00:00,1.2833333333333334,8.683333333333334,1.3916666666666666,2.283333333333333,19.5,18.22,20.5,8.68
