ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
3FDY9,CONTAINER,KMTC (HK) CO LIMITED,LAEM CHABANG,2025-05-03 03:25:00,2025-05-03 02:00:00,1.4166666666666667,11.633333333333333,1.5771103896103917,2.033333333333333,1.42,0.0,2.03,11.63
3ELS,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-05-03 06:31:00,2025-05-03 04:30:00,2.0166666666666666,12.55,4.751547339523342,1.6166666666666667,4.52,2.5,4.12,12.55
9V7583,CONTAINER,HYALINE SHIPPING (HK) CO LTD,LAEM CHABANG,2025-05-03 07:36:00,2025-05-03 05:00:00,2.6,14.316666666666666,1.5771103896103917,1.1666666666666667,5.6,3.0,4.17,14.32
9V6498,CONTAINER,HYALINE SHIPPING (HK) CO LTD,SINGAPORE,2025-05-03 07:36:00,2025-05-03 06:30:00,1.1,14.483333333333333,1.2428239294484198,1.2833333333333334,5.6,4.5,5.78,14.48
VRVE5,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"YANTIAN, SHENZHEN",2025-05-03 10:33:00,2025-05-03 09:00:00,1.55,21.6,1.251923722927535,2.35,8.55,7.0,9.35,21.6
VRIZ5,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"XIAMEN, FJ",2025-05-03 11:53:00,2025-05-03 10:30:00,1.3833333333333333,14.516666666666667,1.335401477664237,1.4,9.88,8.5,9.9,14.52
H3OA,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"ZHANJIANG, GD",2025-05-03 12:06:00,2025-05-03 11:00:00,1.1,13.8,1.2846413874191656,2.45,10.1,9.0,11.45,13.8
VRVF2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-05-03 13:19:00,2025-05-03 11:00:00,2.316666666666667,11.1,1.2175137020428504,1.1166666666666667,11.32,9.0,10.12,11.1
YBTH2,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"NANSHA, PANYU",2025-05-03 15:43:00,2025-05-03 15:00:00,0.7166666666666667,3.7,1.4685716925063141,1.027679283880047,13.72,13.0,14.03,3.7
3E7666,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,DAVAO,2025-05-03 16:50:00,2025-05-03 15:00:00,1.8333333333333333,14.65,1.72547619047619,1.5,14.83,13.0,14.5,14.65
BSIB2,CONTAINER,T.S. LINES LIMITED,MANILA,2025-05-03 21:29:00,2025-05-03 18:30:00,2.9833333333333334,14.933333333333334,1.4830376811594206,2.2550724637681157,19.48,16.5,18.76,14.93
DSOB7,CONTAINER,KONG HING AGENCY LTD,BUSAN,2025-05-03 14:46:00,2025-05-03 21:00:00,-6.233333333333333,7.016666666666667,1.5985175897192772,1.0420211444085998,12.77,19.0,20.04,7.02
VRNR6,CONTAINER,OOCL HONG KONG BRANCH,"XIAMEN, FJ",2025-05-03 23:57:00,2025-05-03 22:00:00,1.95,9.416666666666666,1.335401477664237,1.3666666666666667,21.95,20.0,21.37,9.42
3E2791,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"YANTIAN, SHENZHEN",2025-05-03 23:45:00,2025-05-03 22:30:00,1.25,8.166666666666666,1.251923722927535,0.33360605414532096,21.75,20.5,20.83,8.17
9HA5839,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"LIANYUNGANG, JS",2025-05-03 23:38:00,2025-05-03 22:30:00,1.1333333333333333,10.883333333333333,1.5316287878787882,1.5333333333333334,21.63,20.5,22.03,10.88
9V9630,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"SHEKOU, SHENZHEN",2025-05-04 02:52:00,2025-05-03 23:30:00,3.3666666666666667,19.783333333333335,4.751547339523342,1.8507104331198176,24.87,21.5,23.35,19.78
