ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
VRFO6,CONTAINER,OCEANLINKS MARINE LIMITED,HAIPHONG,2025-02-07 01:55:00,2025-02-07 01:00:00,0.9166666666666666,9.0,1.5329305135951656,1.2000000000000002,0.98,0.07,1.27,9.0
VRFO6,CONTAINER,OCEANLINKS MARINE LIMITED,HAIPHONG,2025-02-07 01:55:00,2025-02-07 01:00:00,0.9166666666666666,9.0,1.5329305135951656,1.2000000000000002,0.98,0.07,1.27,9.0
V7A6199,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-02-07 02:57:00,2025-02-07 01:30:00,1.45,14.116666666666667,5.144459777798237,1.7026367916034266,2.02,0.57,2.27,14.12
V7A6199,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-02-07 02:57:00,2025-02-07 01:30:00,1.45,14.116666666666667,5.144459777798237,1.7026367916034266,2.02,0.57,2.27,14.12
D7SP,CONTAINER,PENAVICO (HONG KONG) LIMITED,"YANTIAN, SHENZHEN",2025-02-07 04:41:00,2025-02-07 02:30:00,2.183333333333333,9.666666666666666,1.3525756613756614,0.5233333333333327,3.75,1.57,2.09,9.67
D7SP,CONTAINER,PENAVICO (HONG KONG) LIMITED,"YANTIAN, SHENZHEN",2025-02-07 04:41:00,2025-02-07 02:30:00,2.183333333333333,9.666666666666666,1.3525756613756614,0.5233333333333327,3.75,1.57,2.09,9.67
9M3104,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-02-07 00:56:00,2025-02-07 04:00:00,-3.066666666666667,15.6,1.5414742888614816,1.193298969072165,0.0,3.07,4.26,15.6
9M3104,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-02-07 00:56:00,2025-02-07 04:00:00,-3.066666666666667,15.6,1.5414742888614816,1.193298969072165,0.0,3.07,4.26,15.6
5LQE4,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"SHANGHAI, SH",2025-02-07 08:18:00,2025-02-07 06:30:00,1.8,13.75,1.2457036187788468,1.3833333333333335,7.37,5.57,6.95,13.75
5LQE4,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"SHANGHAI, SH",2025-02-07 08:18:00,2025-02-07 06:30:00,1.8,13.75,1.2457036187788468,1.3833333333333335,7.37,5.57,6.95,13.75
H3BV,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,QINGDAO,2025-02-07 10:16:00,2025-02-07 09:00:00,1.2666666666666666,8.25,1.0164242424242427,1.5166666666666666,9.33,8.07,9.59,8.25
H3BV,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,QINGDAO,2025-02-07 10:16:00,2025-02-07 09:00:00,1.2666666666666666,8.25,1.0164242424242427,1.5166666666666666,9.33,8.07,9.59,8.25
VRGO8,CONTAINER,OOCL HONG KONG BRANCH,"NINGBO, ZJ",2025-02-07 10:51:00,2025-02-07 09:30:00,1.35,11.116666666666667,1.1582054332924694,1.2666666666666664,9.92,8.57,9.84,11.12
VRGO8,CONTAINER,OOCL HONG KONG BRANCH,"NINGBO, ZJ",2025-02-07 10:51:00,2025-02-07 09:30:00,1.35,11.116666666666667,1.1582054332924694,1.2666666666666664,9.92,8.57,9.84,11.12
VRUN4,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,SINGAPORE,2025-02-08 03:50:00,2025-02-07 15:00:00,12.833333333333334,12.85,1.246941970799162,2.033333333333333,26.9,14.07,16.1,12.85
9VJJ7,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"XIAMEN, FJ",2025-02-07 15:46:00,2025-02-07 16:30:00,-0.7333333333333333,20.216666666666665,1.3765467625899295,2.45,14.83,15.57,18.02,20.22
