ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
3EUA4,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHEKOU, SHENZHEN",2025-03-01 02:35:00,2025-03-01 00:30:00,2.0833333333333335,4.55,3.382660407284397,0.6663030329427367,12.17,10.08,10.75,4.55
9V5671,CONTAINER,HYALINE SHIPPING (HK) CO LTD,CAT LAI PORT,2025-03-01 02:11:00,2025-03-01 01:00:00,1.1833333333333331,10.8,1.3784392580971376,1.3166666666666669,11.77,10.58,11.9,10.8
3ELS,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-03-01 03:47:00,2025-03-01 02:30:00,1.2833333333333334,23.166666666666668,3.382660407284397,1.6166666666666665,13.37,12.08,13.7,23.17
D5IZ9,CONTAINER,OOCL HONG KONG BRANCH,MANILA,2025-03-01 02:02:00,2025-03-01 03:00:00,-0.9666666666666668,19.3,1.591250923054202,2.4518918918918917,11.62,12.58,15.03,19.3
9V7801,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"NINGBO, ZJ",2025-03-01 06:45:00,2025-03-01 05:30:00,1.25,9.183333333333334,1.1154149737687977,0.7191653993303534,16.33,15.08,15.8,9.18
9VJQ2,CONTAINER,SINOTRANS (HK) SHIPPING LTD,HAIPHONG,2025-03-01 07:04:00,2025-03-01 06:00:00,1.0666666666666669,11.0,1.4658454106280197,0.9833333333333332,16.65,15.58,16.56,11.0
V7A6129,CONTAINER,KONG HING AGENCY LTD,LAEM CHABANG,2025-03-01 08:45:00,2025-03-01 09:00:00,-0.25,12.95,1.5912218268090155,1.15,18.33,18.58,19.73,12.95
BQXZ,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"SHEKOU, SHENZHEN",2025-02-28 14:25:00,2025-03-01 09:30:00,-19.083333333333332,7.116666666666666,3.382660407284397,1.6333333333333333,0.0,19.08,20.71,7.12
D5WQ6,CONTAINER,YANG MING LINE (HONG KONG) LTD,QINGDAO,2025-03-01 14:36:00,2025-03-01 13:30:00,1.1,14.0,0.7959183673469391,1.3,24.18,23.08,24.38,14.0
9V7802,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,DANANG,2025-03-01 15:03:00,2025-03-01 14:00:00,1.05,10.033333333333331,1.7316739341085272,1.3666666666666667,24.63,23.58,24.95,10.03
5BHU5,CONTAINER,PENAVICO (HONG KONG) LIMITED,"XIAMEN, FJ",2025-03-01 15:38:00,2025-03-01 14:30:00,1.1333333333333333,21.95,1.174007138694639,1.0333333333333334,25.22,24.08,25.11,21.95
VRVK3,CONTAINER,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,"NINGBO, ZJ",2025-03-01 15:09:00,2025-03-01 17:00:00,-1.85,31.183333333333337,1.1154149737687977,1.3284351747845529,24.73,26.58,27.91,31.18
BQQU,CONTAINER,"UNITRANS AGENCY HONG KONG CO., LIMITED","SHEKOU, SHENZHEN",2025-03-01 18:50:00,2025-03-01 19:00:00,-0.1666666666666666,19.083333333333332,3.382660407284397,1.2411097569259184,28.42,28.58,29.82,19.08
V2HL7,CONTAINER,SINOTRANS (HK) SHIPPING LTD,LAEM CHABANG,2025-03-01 19:20:00,2025-03-01 19:00:00,0.3333333333333333,6.75,1.5912218268090155,1.7833333333333332,28.92,28.58,30.36,6.75
D5CX8,CONTAINER,HMM (HONG KONG) LIMITED,SINGAPORE,2025-03-01 22:58:00,2025-03-01 19:00:00,3.966666666666667,8.066666666666666,1.2459175751371188,2.286071002650112,32.55,28.58,30.87,8.07
VRUM9,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHEKOU, SHENZHEN",2025-03-01 21:20:00,2025-03-01 19:30:00,1.8333333333333333,5.3,3.382660407284397,0.8461603275762746,30.92,29.08,29.93,5.3
VRVF2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-03-01 21:07:00,2025-03-01 20:00:00,1.1166666666666667,8.333333333333334,1.3184903748733539,1.0333333333333334,30.7,29.58,30.61,8.33
9V7392,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-03-01 23:51:00,2025-03-01 22:30:00,1.35,8.8,1.2297760461888858,2.207926978222963,33.43,32.08,34.29,8.8
9V6499,CONTAINER,HYALINE SHIPPING (HK) CO LTD,TAIPEI,2025-03-02 01:31:00,2025-03-01 23:30:00,2.0166666666666666,15.466666666666669,1.368439716312057,2.1333333333333333,35.1,33.08,35.21,15.47
