ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
D5CF6,CONTAINER,SINOTRANS (HK) SHIPPING LTD,OPEN SEA,2025-05-18 01:27:00,2025-05-19 01:00:00,-23.55,15.133333333333333,0.6999999999999998,1.1833333333333331,0.0,23.55,24.73,15.13
3ELY7,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,LAEM CHABANG,2025-05-19 05:39:00,2025-05-19 04:00:00,1.65,11.783333333333331,1.8177083333333335,1.2833333333333334,28.2,26.55,27.83,11.78
V7A6215,CONTAINER,T.S. LINES LIMITED,KAOHSIUNG,2025-05-19 07:40:00,2025-05-19 05:30:00,2.1666666666666665,10.916666666666666,1.8493589743589742,1.4333333333333331,30.22,28.05,29.48,10.92
3ERV3,CONTAINER,KMTC (HK) CO LIMITED,"OTHER, KOREA, R",2025-05-19 07:15:00,2025-05-19 06:00:00,1.25,12.75,0.8719696969696972,0.9833333333333332,29.8,28.55,29.53,12.75
3ERV3,CONTAINER,KMTC (HK) CO LIMITED,"OTHER, KOREA, R",2025-05-19 07:22:00,2025-05-19 06:00:00,1.3666666666666667,12.633333333333333,0.8719696969696972,0.9833333333333332,29.92,28.55,29.53,12.63
9V9289,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,PORT KLANG,2025-05-19 01:08:00,2025-05-19 07:00:00,-5.866666666666666,26.85,1.9833333333333334,0.0,23.68,29.55,29.55,26.85
BKLT,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-05-19 11:25:00,2025-05-19 10:00:00,1.4166666666666667,21.15,0.6791666666666666,1.3833333333333333,33.97,32.55,33.93,21.15
VRTT9,CONTAINER,PENAVICO (HONG KONG) LIMITED,HO CHI MINH CITY,2025-05-19 07:54:00,2025-05-19 11:00:00,-3.1,6.383333333333334,3.2233333333333336,1.2166666666666666,30.45,33.55,34.77,6.38
H9QK,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"NANSHA, PANYU",2025-05-19 19:10:00,2025-05-19 18:00:00,1.1666666666666667,17.983333333333334,1.3015151515151515,1.0833333333333333,41.72,40.55,41.63,17.98
H8KJ,CONTAINER,"CK LINE (HONGKONG) CO., LIMITED","NANSHA, PANYU",2025-05-19 21:16:00,2025-05-19 20:00:00,1.2666666666666666,10.4,2.631159420289855,1.5833333333333333,43.82,42.55,44.13,10.4
C4PW2,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"YANTIAN, GD",2025-05-19 19:11:00,2025-05-19 22:00:00,-2.816666666666667,5.283333333333333,0.15,0.0,41.73,44.55,44.55,5.28
