ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
V7A2844,CONTAINER,NAMSUNG SHIPPING HONG KONG LIMITED,INCHEON,2025-04-16 02:02:00,2025-04-16 01:00:00,1.0333333333333334,12.35,1.7063019766546237,2.0833333333333335,8.02,6.98,9.06,12.35
CQYL,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"NANSHA, PANYU",2025-04-16 02:54:00,2025-04-16 01:30:00,1.4,17.0,1.48135696960207,0.7523402166573037,8.88,7.48,8.23,17.0
9VFC2,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,PORT KLANG,2025-04-16 05:35:00,2025-04-16 04:30:00,1.0833333333333333,10.483333333333333,1.0010593742301064,1.2666666666666666,11.57,10.48,11.75,10.48
CQEW3,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"NINGBO, ZJ",2025-04-16 08:11:00,2025-04-16 06:30:00,1.6833333333333331,16.883333333333333,1.1794837645364946,0.9428026610254316,14.17,12.48,13.42,16.88
5LLT4,CONTAINER,PENAVICO (HONG KONG) LIMITED,TANJUNG PELEPAS,2025-04-16 00:08:00,2025-04-16 08:00:00,-7.866666666666666,18.633333333333333,1.6803530014156212,1.4666666666666666,6.12,13.98,15.45,18.63
9V7571,CONTAINER,HYALINE SHIPPING (HK) CO LTD,HAIPHONG,2025-04-16 09:07:00,2025-04-16 08:00:00,1.1166666666666667,19.366666666666667,1.5022703818369432,0.5166666666666666,15.1,13.98,14.5,19.37
D5ML2,CONTAINER,KMTC (HK) CO LIMITED,PUSAN,2025-04-16 09:39:00,2025-04-16 08:30:00,1.15,10.883333333333333,1.279010927952123,1.6181616132479817,15.63,14.48,16.1,10.88
VRCU7,CONTAINER,OOCL HONG KONG BRANCH,OPEN SEA,2025-04-15 18:01:00,2025-04-16 09:00:00,-14.983333333333333,6.633333333333334,17.322123287671243,0.0,0.0,14.98,14.98,6.63
BLEP,CONTAINER,KANWAY SHIPPING LIMITED,TAICHUNG,2025-04-16 09:56:00,2025-04-16 09:00:00,0.9333333333333332,14.133333333333333,1.3753510062064844,1.2833333333333334,15.92,14.98,16.26,14.13
3ELY7,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,LAEM CHABANG,2025-04-16 11:47:00,2025-04-16 10:30:00,1.2833333333333334,11.7,1.6204092622509436,1.2833333333333334,17.77,16.48,17.76,11.7
D7GH,CONTAINER,KONG HING AGENCY LTD,INCHEON,2025-04-16 14:57:00,2025-04-16 12:00:00,2.95,6.0,1.7063019766546237,1.2948971800105848,20.93,17.98,19.27,6.0
VRWF4,CONTAINER,BEN LINE AGENCIES (HK) LTD,"SHANGHAI, SH",2025-04-16 15:45:00,2025-04-16 15:00:00,0.75,7.966666666666667,1.248096810965225,1.2166666666666666,21.73,20.98,22.2,7.97
3EXX3,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"NANSHA, PANYU",2025-04-16 17:22:00,2025-04-16 15:00:00,2.3666666666666667,10.533333333333331,1.48135696960207,1.0647509121964782,23.35,20.98,22.04,10.53
5LFU7,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-04-16 18:33:00,2025-04-16 17:30:00,1.05,8.5,1.4895026841804644,1.2833333333333332,24.53,23.48,24.76,8.5
9V7391,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"SHANGHAI, SH",2025-04-16 19:32:00,2025-04-16 18:30:00,1.0333333333333334,6.433333333333334,1.248096810965225,1.4666666666666666,25.52,24.48,25.95,6.43
9HA5980,CONTAINER,CMA CGM (HONG KONG) LIMITED,SINGAPORE,2025-04-16 21:02:00,2025-04-16 19:30:00,1.5333333333333334,12.883333333333333,1.2400308077033142,1.4333333333333331,27.02,25.48,26.91,12.88
D7HB,CONTAINER,HMM (HONG KONG) LIMITED,SINGAPORE,2025-04-16 22:34:00,2025-04-16 21:30:00,1.0666666666666669,9.633333333333333,1.2400308077033142,1.4452358894875483,28.55,27.48,28.93,9.63
9WUY7,CONTAINER,HARBOUR-LINK LINES LIMITED ,BINTULU,2025-04-16 23:00:00,2025-04-16 22:00:00,1.0,18.466666666666665,1.4469316212383807,1.2833333333333334,28.98,27.98,29.26,18.47
D7IG,CONTAINER,SINOKOR HONGKONG CO LIMITED,HAIPHONG,2025-04-16 23:19:00,2025-04-16 23:00:00,0.3166666666666666,21.133333333333333,1.5022703818369432,2.5166666666666666,29.3,28.98,31.5,21.13
