ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
BLEP,CONTAINER,KANWAY SHIPPING LIMITED,"SHEKOU, SHENZHEN",2025-02-06 02:13:00,2025-02-06 00:30:00,1.7166666666666666,24.733333333333334,0.9504065040650407,1.8833333333333333,14.63,12.92,14.8,24.73
3ELS,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"SHEKOU, SHENZHEN",2025-02-06 02:01:00,2025-02-06 00:30:00,1.5166666666666666,10.416666666666666,0.8666666666666667,1.65,14.43,12.92,14.57,10.42
3ELY7,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,QINGDAO,2025-02-06 00:21:00,2025-02-06 03:00:00,-2.65,9.65,2.9208333333333334,1.5666666666666669,12.77,15.42,16.99,9.65
VRUY5,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,SINGAPORE,2025-02-06 06:24:00,2025-02-06 04:30:00,1.9,8.433333333333334,0.55,3.1,18.82,16.92,20.02,8.43
V7AA9,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"SHANGHAI, SH",2025-02-06 22:30:00,2025-02-06 05:30:00,17.0,12.066666666666666,0.0,13.116666666666667,34.92,17.92,31.04,12.07
9V7465,CONTAINER,PACIFIC INTERNATIONAL LINES (HK) LTD,"NANSHA, PANYU",2025-02-06 07:28:00,2025-02-06 06:00:00,1.4666666666666666,9.416666666666666,0.046666666666666676,1.3166666666666669,19.88,18.42,19.74,9.42
A8HX2,CONTAINER,YANG MING LINE (HONG KONG) LTD,HO CHI MINH CITY,2025-02-06 07:41:00,2025-02-06 06:00:00,1.6833333333333331,8.966666666666667,0.5725000000000001,1.5666666666666669,20.1,18.42,19.99,8.97
VRHO2,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,"NINGBO, ZJ",2025-02-06 07:56:00,2025-02-06 06:30:00,1.4333333333333331,8.566666666666666,4.42,1.3833333333333333,20.35,18.92,20.3,8.57
CQIZ9,CONTAINER,SINOTRANS (HK) SHIPPING LTD,KAOHSIUNG,2025-02-06 09:48:00,2025-02-06 07:00:00,2.8,4.15,0.0,4.35,22.22,19.42,23.77,4.15
3E4971,CONTAINER,SINOTRANS (HK) SHIPPING LTD,OPEN SEA,2025-02-05 11:35:00,2025-02-06 07:00:00,-19.416666666666668,12.533333333333331,7.697619047619048,0.016666666666666607,0.0,19.42,19.44,12.53
OZHU2,CONTAINER,PENAVICO (HONG KONG) LIMITED,"NINGBO, ZJ",2025-02-06 05:14:00,2025-02-06 08:30:00,-3.2666666666666666,17.866666666666667,1.311904761904762,1.65,17.65,20.92,22.57,17.87
3E5352,CONTAINER,"CK LINE (HONGKONG) CO., LIMITED",PUSAN,2025-02-06 14:14:00,2025-02-06 10:00:00,4.233333333333333,8.95,0.8047619047619048,1.85,26.65,22.42,24.27,8.95
9V8959,CONTAINER,REGIONAL CONTAINER LINES (HK) LTD,"SHEKOU, SHENZHEN",2025-02-06 13:58:00,2025-02-06 11:30:00,2.466666666666667,5.05,0.37916666666666676,2.35,26.38,23.92,26.27,5.05
VRVW2,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,SINGAPORE,2025-02-06 14:02:00,2025-02-06 12:00:00,2.033333333333333,16.15,1.5041666666666664,1.85,26.45,24.42,26.27,16.15
9V5296,CONTAINER,PACIFIC INTERNATIONAL LINES (HK) LTD,QINGDAO,2025-02-06 13:57:00,2025-02-06 14:00:00,-0.05,3.033333333333333,0.0,1.2666666666666666,26.37,26.42,27.69,3.03
3E2791,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,DANANG,2025-02-06 16:37:00,2025-02-06 14:30:00,2.1166666666666667,17.316666666666666,0.2625,0.95,29.03,26.92,27.87,17.32
V7A2725,CONTAINER,SINOTRANS (HK) SHIPPING LTD,"YANTIAN, GD",2025-02-06 07:21:00,2025-02-06 16:00:00,-8.65,15.383333333333333,0.0,5.283333333333333,19.77,28.42,33.7,15.38
V7A6031,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-02-06 18:51:00,2025-02-06 16:30:00,2.35,8.25,0.562121212121212,1.6166666666666667,31.27,28.92,30.54,8.25
VRDN3,CONTAINER,OOCL HONG KONG BRANCH,TAURANGA,2025-02-06 18:04:00,2025-02-06 17:30:00,0.5666666666666667,14.45,0.7777777777777778,1.25,30.48,29.92,31.17,14.45
2GNG3,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,KAOHSIUNG,2025-02-06 12:38:00,2025-02-06 18:00:00,-5.366666666666666,30.366666666666667,0.6625000000000001,1.7666666666666666,25.05,30.42,32.19,30.37
OZHR2,CONTAINER,PENAVICO (HONG KONG) LIMITED,SINGAPORE,2025-02-07 08:17:00,2025-02-06 21:30:00,10.783333333333331,24.216666666666665,3.7972222222222225,2.3666666666666667,44.7,33.92,36.29,24.22
OZHR2,CONTAINER,PENAVICO (HONG KONG) LIMITED,SINGAPORE,2025-02-07 08:17:00,2025-02-06 21:30:00,10.783333333333331,24.216666666666665,3.7972222222222225,2.3666666666666667,44.7,33.92,36.29,24.22
V7A6215,CONTAINER,T.S. LINES LIMITED,KAOHSIUNG,2025-02-07 00:33:00,2025-02-06 22:30:00,2.05,7.116666666666666,1.1123188405797102,1.3,36.97,34.92,36.22,7.12
V7A6215,CONTAINER,T.S. LINES LIMITED,KAOHSIUNG,2025-02-07 00:33:00,2025-02-06 22:30:00,2.05,7.116666666666666,1.1123188405797102,1.3,36.97,34.92,36.22,7.12
HSGF2,CONTAINER,REGIONAL CONTAINER LINES (HK) LTD,PORT KLANG,2025-02-07 00:59:00,2025-02-06 23:00:00,1.9833333333333336,14.066666666666666,2.3833333333333333,3.283333333333333,37.4,35.42,38.7,14.07
A8VG2,CONTAINER,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,LAEM CHABANG,2025-02-07 00:27:00,2025-02-06 23:00:00,1.45,10.15,1.7388888888888892,2.9833333333333334,36.87,35.42,38.4,10.15
A8VG2,CONTAINER,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,LAEM CHABANG,2025-02-07 00:27:00,2025-02-06 23:00:00,1.45,10.15,1.7388888888888892,2.9833333333333334,36.87,35.42,38.4,10.15
HSGF2,CONTAINER,REGIONAL CONTAINER LINES (HK) LTD,PORT KLANG,2025-02-07 00:59:00,2025-02-06 23:00:00,1.9833333333333336,14.066666666666666,2.3833333333333333,3.283333333333333,37.4,35.42,38.7,14.07
