ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
9V6016,CONTAINER,PENAVICO (HONG KONG) LIMITED,OPEN SEA,2025-04-14 11:55:00,2025-04-15 01:00:00,-13.083333333333334,8.116666666666667,17.322123287671243,0.0,2.85,15.93,15.93,8.12
9VNL9,CONTAINER,REGIONAL CONTAINER LINES (HK) LTD,"SHEKOU, SHENZHEN",2025-04-14 09:04:00,2025-04-15 01:30:00,-16.433333333333334,7.783333333333333,4.787208235090848,1.110618446040789,0.0,16.43,17.54,7.78
VROF9,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"XIAMEN, FJ",2025-04-15 02:59:00,2025-04-15 02:00:00,0.9833333333333332,5.883333333333334,1.3009023524061123,1.1683673469387754,17.92,16.93,18.1,5.88
D7BD,CONTAINER,SINOKOR HONGKONG CO LIMITED,SURABAYA,2025-04-15 01:37:00,2025-04-15 03:00:00,-1.3833333333333333,7.616666666666666,1.758518518518518,1.4166666666666667,16.55,17.93,19.35,7.62
V7PC2,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-04-15 04:31:00,2025-04-15 03:30:00,1.0166666666666666,15.4,4.787208235090848,1.4666666666666666,19.45,18.43,19.9,15.4
H3YG,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,BINTULU,2025-04-15 07:50:00,2025-04-15 06:00:00,1.8333333333333333,23.616666666666667,1.4469316212383807,2.066666666666667,22.77,20.93,23.0,23.62
VRSC2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-04-15 06:05:00,2025-04-15 06:30:00,-0.4166666666666667,14.933333333333334,1.248096810965225,1.1333333333333333,21.02,21.43,22.56,14.93
VRMX2,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,OPEN SEA,2025-04-14 17:13:00,2025-04-15 12:00:00,-18.783333333333335,13.85,17.322123287671243,0.0,8.15,26.93,26.93,13.85
OZJF2,CONTAINER,PENAVICO (HONG KONG) LIMITED,SAN VICENTE,2025-04-15 10:43:00,2025-04-15 14:00:00,-3.283333333333333,26.366666666666667,0.0451313851347719,1.3360129127288758,25.65,28.93,30.27,26.37
VRUN9,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-04-15 16:18:00,2025-04-15 14:30:00,1.8,8.533333333333333,4.787208235090848,1.7333333333333334,31.23,29.43,31.16,8.53
V7A6349,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-04-14 18:26:00,2025-04-15 17:30:00,-23.066666666666663,6.516666666666667,4.787208235090848,1.65,9.37,32.43,34.08,6.52
9V7862,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-04-15 17:29:00,2025-04-15 17:30:00,-0.0166666666666666,10.466666666666669,1.4895026841804644,1.2646666666666668,32.42,32.43,33.69,10.47
V7A4842,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-04-15 20:18:00,2025-04-15 18:30:00,1.8,7.35,4.787208235090848,1.7,35.23,33.43,35.13,7.35
D7UC,CONTAINER,KMTC (HK) CO LIMITED,SURABAYA,2025-04-15 21:32:00,2025-04-15 20:30:00,1.0333333333333334,10.433333333333334,1.758518518518518,1.1666666666666667,36.47,35.43,36.6,10.43
VRNR6,CONTAINER,OOCL HONG KONG BRANCH,SINGAPORE,2025-04-15 22:51:00,2025-04-15 21:30:00,1.35,16.133333333333333,1.2400308077033142,1.4881517876365509,37.78,36.43,37.92,16.13
V7A7461,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-04-14 23:55:00,2025-04-15 22:30:00,-22.583333333333332,7.05,4.787208235090848,1.6333333333333333,14.85,37.43,39.06,7.05
3E4734,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"NINGBO, ZJ",2025-04-15 22:52:00,2025-04-15 22:30:00,0.3666666666666666,10.333333333333334,1.1794837645364946,0.341895312473621,37.8,37.43,37.77,10.33
