ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
9WTO8,CONTAINER,HARBOUR-LINK LINES LIMITED ,BINTULU,2025-01-03 00:33:00,2025-01-03 01:00:00,-0.45,24.65,1.6095537261698443,1.5666666666666669,11.72,12.17,13.74,24.65
3FCI5,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,"NANSHA, PANYU",2025-01-03 04:34:00,2025-01-03 02:00:00,2.566666666666667,12.366666666666667,1.4381161316973978,1.5333333333333334,15.73,13.17,14.7,12.37
3E4971,CONTAINER,SINOTRANS (HK) SHIPPING LTD,QINGDAO,2025-01-03 03:31:00,2025-01-03 02:30:00,1.0166666666666666,14.85,0.9943223443223441,2.0166666666666666,14.68,13.67,15.69,14.85
D5WR5,CONTAINER,YANG MING LINE (HONG KONG) LTD,KEELUNG,2025-01-03 05:29:00,2025-01-03 04:00:00,1.4833333333333334,18.083333333333332,1.2826951022929634,0.95,16.65,15.17,16.12,18.08
V7HY3,CONTAINER,KONG HING AGENCY LTD,INCHEON,2025-01-03 06:08:00,2025-01-03 05:00:00,1.1333333333333333,8.366666666666667,1.7572017737387422,2.5193343338623015,17.3,16.17,18.69,8.37
A8HX4,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-01-03 07:08:00,2025-01-03 06:00:00,1.1333333333333333,7.816666666666666,1.59449664200835,1.35,18.3,17.17,18.52,7.82
5BQQ6,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,OPEN SEA,2025-01-02 12:50:00,2025-01-03 07:00:00,-18.166666666666668,13.1,16.873123909249575,0.0,0.0,18.17,18.17,13.1
S6HU5,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,PORT KLANG,2025-01-03 08:34:00,2025-01-03 07:30:00,1.0666666666666669,14.066666666666666,1.1247782002534854,1.2666666666666666,19.73,18.67,19.94,14.07
D5WW3,CONTAINER,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,SINGAPORE,2025-01-03 12:05:00,2025-01-03 09:00:00,3.0833333333333335,19.7,1.2837974615670904,1.1869496855345911,23.25,20.17,21.36,19.7
V7A4842,CONTAINER,T.S. LINES LIMITED,"YANTIAN, SHENZHEN",2025-01-02 15:49:00,2025-01-03 10:00:00,-18.183333333333337,4.15,1.33156850459482,0.305555555555555,2.98,21.17,21.48,4.15
D7IG,CONTAINER,SINOKOR HONGKONG CO LIMITED,KWANGYANG,2025-01-03 10:15:00,2025-01-03 11:30:00,-1.25,5.266666666666667,1.511158192090396,1.0833333333333333,21.42,22.67,23.75,5.27
9V8968,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-01-03 16:13:00,2025-01-03 13:30:00,2.716666666666667,11.75,1.59449664200835,2.20655737704918,27.38,24.67,26.88,11.75
BLEP,CONTAINER,KANWAY SHIPPING LIMITED,"SHEKOU, SHENZHEN",2025-01-03 17:19:00,2025-01-03 15:30:00,1.8166666666666669,8.766666666666667,5.240240592730147,1.6166666666666667,28.48,26.67,28.29,8.77
A8KS9,CONTAINER,YANG MING LINE (HONG KONG) LTD,HO CHI MINH CITY,2025-01-03 18:01:00,2025-01-03 16:00:00,2.0166666666666666,13.483333333333333,1.3477855477855487,1.2666666666666666,29.18,27.17,28.44,13.48
9V8500,CONTAINER,OOCL HONG KONG BRANCH,"XIAMEN, FJ",2025-01-03 17:34:00,2025-01-03 16:00:00,1.5666666666666669,12.4,1.3666734732344814,0.8423913043478262,28.73,27.17,28.01,12.4
A8UP2,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"YANTIAN, SHENZHEN",2025-01-03 17:35:00,2025-01-03 16:30:00,1.0833333333333333,15.55,1.33156850459482,1.4333333333333331,28.75,27.67,29.1,15.55
BLIH,CONTAINER,YANG MING LINE (HONG KONG) LTD,HAIPHONG,2025-01-03 18:33:00,2025-01-03 17:00:00,1.55,10.433333333333334,1.5761442786069648,1.3666666666666667,29.72,28.17,29.54,10.43
9V7390,CONTAINER,HYALINE SHIPPING (HK) CO LTD,QINGDAO,2025-01-04 02:19:00,2025-01-03 21:00:00,5.316666666666666,23.016666666666666,0.9943223443223441,1.2333333333333334,37.48,32.17,33.4,23.02
C6FI8,CONTAINER,HAPAG-LLOYD (CHINA) LTD,SAN VICENTE,2025-01-03 22:18:00,2025-01-03 21:00:00,1.3,19.9,0.020202347182628137,1.6480562063093323,33.47,32.17,33.82,19.9
VRVA5,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"XIAMEN, FJ",2025-01-03 22:49:00,2025-01-03 21:30:00,1.3166666666666669,6.666666666666667,1.3666734732344814,2.234782608695652,33.98,32.67,34.9,6.67
