ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
BPKB,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,"QINZHOU, GX",2025-01-03 23:43:00,2025-01-04 01:00:00,-1.2833333333333334,10.95,1.0631208171891517,1.2243512974051898,16.37,17.65,18.87,10.95
3FNQ,CONTAINER,KMTC (HK) CO LIMITED,LAEM CHABANG,2025-01-04 06:06:00,2025-01-04 03:00:00,3.1,12.633333333333333,1.734317542721178,1.7,22.75,19.65,21.35,12.63
BLHP,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-01-04 09:05:00,2025-01-04 04:00:00,5.083333333333333,9.416666666666666,1.4210100117785627,1.3833333333333333,25.73,20.65,22.03,9.42
V7PC2,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-01-03 07:21:00,2025-01-04 04:30:00,-21.15,7.716666666666667,3.727335212075523,1.4666666666666666,0.0,21.15,22.62,7.72
3EUT5,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"NANSHA, PANYU",2025-01-04 07:22:00,2025-01-04 05:30:00,1.8666666666666667,11.7,1.3860493769784283,0.8943135100044052,24.02,22.15,23.04,11.7
5BDW4,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-01-04 11:26:00,2025-01-04 09:30:00,1.9333333333333331,9.516666666666667,3.727335212075523,1.991873807706641,28.08,26.15,28.14,9.52
9V8084,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-01-04 09:03:00,2025-01-04 10:00:00,-0.95,15.266666666666667,1.4210100117785627,1.2833333333333334,25.7,26.65,27.93,15.27
VRJQ9,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-01-04 12:00:00,2025-01-04 11:00:00,1.0,9.9,1.1873879992700667,1.7166666666666666,28.65,27.65,29.37,9.9
OUWO2,CONTAINER,SINOTRANS (HK) SHIPPING LTD,YANGSHAN,2025-01-04 14:06:00,2025-01-04 11:00:00,3.1,14.9,1.7763888888888888,1.5333333333333334,30.75,27.65,29.18,14.9
D7SG,CONTAINER,KMTC (HK) CO LIMITED,PUSAN,2025-01-04 12:17:00,2025-01-04 11:00:00,1.2833333333333334,9.55,0.995728581162815,1.35,28.93,27.65,29.0,9.55
V7DC5,CONTAINER,T.S. LINES LIMITED,MELBOURNE,2025-01-04 03:55:00,2025-01-04 12:00:00,-8.083333333333334,15.466666666666669,1.9,0.0,20.57,28.65,28.65,15.47
V7A6199,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"SHEKOU, SHENZHEN",2025-01-04 14:19:00,2025-01-04 12:30:00,1.8166666666666669,8.666666666666666,3.727335212075523,1.7666666666666666,30.97,29.15,30.92,8.67
H3MN,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,"NANSHAN, SHENZHEN",2025-01-04 14:07:00,2025-01-04 13:00:00,1.1166666666666667,10.283333333333331,2.4148148148148145,0.10000000000000009,30.77,29.65,29.75,10.28
VROF5,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"NINGBO, ZJ",2025-01-04 16:10:00,2025-01-04 15:00:00,1.1666666666666667,8.916666666666666,1.049128477645085,0.29515079054509685,32.82,31.65,31.95,8.92
D5DG5,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,KEELUNG,2025-01-04 16:34:00,2025-01-04 15:00:00,1.5666666666666669,12.016666666666667,1.2790096926817285,1.3666666666666667,33.22,31.65,33.02,12.02
XVLV9,CONTAINER,MEGATOP AGENCY LIMITED,HAIPHONG,2025-01-04 18:10:00,2025-01-04 17:00:00,1.1666666666666667,7.633333333333334,1.440040040040041,2.416666666666667,34.82,33.65,36.07,7.63
V7ZQ9,CONTAINER,SINOTRANS (HK) SHIPPING LTD,KAOHSIUNG,2025-01-04 19:40:00,2025-01-04 17:30:00,2.1666666666666665,8.333333333333334,1.4210100117785627,1.1534313725490195,36.32,34.15,35.3,8.33
9HA5581,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,"LIANYUNGANG, JS",2025-01-04 19:17:00,2025-01-04 18:00:00,1.2833333333333334,15.183333333333334,1.5879084967320258,1.35,35.93,34.65,36.0,15.18
TJM5224,CONTAINER,YIU LIAN DOCKYARDS LTD,INCHEON,2025-01-04 23:06:00,2025-01-04 18:00:00,5.1,3.35,1.9179811865249226,0.20379255473044655,39.75,34.65,34.85,3.35
3E7666,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,HAIPHONG,2025-01-04 19:56:00,2025-01-04 18:00:00,1.9333333333333331,24.533333333333335,1.440040040040041,0.6000000000000001,36.58,34.65,35.25,24.53
A8SN4,CONTAINER,CMA CGM (HONG KONG) LIMITED,HONG KONG,2025-01-03 23:10:00,2025-01-04 20:00:00,-20.833333333333332,11.783333333333331,17.152136752136755,0.0,15.82,36.65,36.65,11.78
V2HR7,CONTAINER,CMA CGM ASIA SHIPPING PTE. LTD.,LAEM CHABANG,2025-01-04 23:19:00,2025-01-04 20:00:00,3.316666666666667,12.066666666666666,1.734317542721178,1.4833333333333334,39.97,36.65,38.13,12.07
3ERV3,CONTAINER,KMTC (HK) CO LIMITED,INCHEON,2025-01-04 22:20:00,2025-01-04 21:00:00,1.3333333333333333,12.616666666666667,1.9179811865249226,0.9166666666666667,38.98,37.65,38.57,12.62
