ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
C6WW7,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,KAOHSIUNG,2025-01-13 01:14:00,2025-01-13 01:30:00,-0.2666666666666666,6.283333333333333,1.59449664200835,1.5499999999999998,0.0,0.27,1.82,6.28
9V7590,CONTAINER,HYALINE SHIPPING (HK) CO LTD,MANILA,2025-01-13 07:09:00,2025-01-13 03:00:00,4.15,11.233333333333333,1.0400689393939393,0.12272727272727266,5.92,1.77,1.89,11.23
D5JH6,CONTAINER,PENAVICO (HONG KONG) LIMITED,"NANSHA, PANYU",2025-01-13 05:59:00,2025-01-13 03:00:00,2.9833333333333334,13.533333333333331,1.4381161316973978,0.7771914912500789,4.75,1.77,2.55,13.53
3E5352,CONTAINER,"CK LINE (HONGKONG) CO., LIMITED",BUSAN,2025-01-13 07:47:00,2025-01-13 05:30:00,2.283333333333333,21.766666666666666,1.6487477811405302,1.286355930241129,6.55,4.27,5.56,21.77
CQ2137,CONTAINER,CMA CGM (HONG KONG) LIMITED,"SHANGHAI, SH",2025-01-13 07:01:00,2025-01-13 06:00:00,1.0166666666666666,7.366666666666666,1.2199156500714377,1.5218518518518518,5.78,4.77,6.29,7.37
V7A5131,CONTAINER,HAPAG-LLOYD (CHINA) LTD,VALPARAISO,2025-01-13 07:33:00,2025-01-13 06:00:00,1.55,34.43333333333333,0.5604763262594674,1.5666666666666669,6.32,4.77,6.34,34.43
5LGR4,CONTAINER,MEDITERRANEAN SHIPPING COMPANY (HONG KONG) LIMITED,"SHANGHAI, SH",2025-01-13 11:32:00,2025-01-13 10:00:00,1.5333333333333334,11.466666666666669,1.2199156500714377,1.2,10.3,8.77,9.97,11.47
BSIB2,CONTAINER,T.S. LINES LIMITED,MANILA,2025-01-13 16:47:00,2025-01-13 13:00:00,3.783333333333333,12.733333333333333,1.0400689393939393,1.1534090909090908,15.55,11.77,12.92,12.73
VRNF6,CONTAINER,OCEANLINKS MARINE LIMITED,"XIAMEN, FJ",2025-01-13 16:21:00,2025-01-13 13:30:00,2.85,8.35,1.3666734732344814,1.2333333333333334,15.12,12.27,13.5,8.35
3E3577,CONTAINER,EVERGREEN MARINE (HONG KONG) LTD,DANANG,2025-01-13 15:49:00,2025-01-13 14:30:00,1.3166666666666669,10.633333333333333,1.9122579410639107,1.2666666666666666,14.58,13.27,14.54,10.63
VRVF2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHANGHAI, SH",2025-01-13 16:34:00,2025-01-13 15:00:00,1.5666666666666669,9.05,1.2199156500714377,1.1166666666666665,15.33,13.77,14.89,9.05
D5JQ6,CONTAINER,SINOTRANS (HK) SHIPPING LTD,QINGDAO,2025-01-13 20:52:00,2025-01-13 15:30:00,5.366666666666666,24.3,0.9943223443223441,1.0166666666666666,19.63,14.27,15.29,24.3
VRLI2,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"XIAMEN, FJ",2025-01-13 18:04:00,2025-01-13 15:30:00,2.566666666666667,5.35,1.3666734732344814,1.2333333333333334,16.83,14.27,15.5,5.35
CRZJ,CONTAINER,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,OPEN SEA,2025-01-13 04:46:00,2025-01-13 20:00:00,-15.233333333333333,10.366666666666667,16.873123909249575,0.0,3.53,18.77,18.77,10.37
D5WR3,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-01-13 23:28:00,2025-01-13 22:30:00,0.9666666666666668,17.4,1.59449664200835,1.1999999999999997,22.23,21.27,22.47,17.4
9V6499,CONTAINER,HYALINE SHIPPING (HK) CO LTD,PASIR GUDANG,2025-01-14 02:13:00,2025-01-13 23:00:00,3.216666666666667,25.766666666666666,1.1114004629629635,1.1333333333333333,24.98,21.77,22.9,25.77
VRVY9,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,PENANG ISLAND,2025-01-14 00:43:00,2025-01-13 23:30:00,1.2166666666666666,15.25,1.348452482113887,1.3000000000000003,23.48,22.27,23.57,15.25
