ARRIVED_CALL_SIGN,ARRIVED_SHIP_TYPE,ARRIVED_AGENT_NAME,DUE_LAST_PORT,ARRIVED_ARRIVAL_TIME,DUE_ETA,ARRIVAL_DELAY,DEPARTED_SERVICE_TIME,sigma,pred_delay,ATA,ETA,PTA,s
9V7391,CONTAINER,HYALINE SHIPPING (HK) CO LTD,QINGDAO,2025-05-06 01:36:00,2025-05-06 01:30:00,0.1,15.833333333333334,0.8215579710144929,1.25,15.92,15.82,17.07,15.83
VRFC9,CONTAINER,HYALINE SHIPPING (HK) CO LTD,"NANSHA, PANYU",2025-05-06 03:11:00,2025-05-06 02:00:00,1.1833333333333331,13.783333333333331,1.4685716925063141,1.5166666666666666,17.5,16.32,17.84,13.78
D5BF7,CONTAINER,PACIFIC INTERNATIONAL LINES (HK) LTD,"SHEKOU, SHENZHEN",2025-05-06 04:33:00,2025-05-06 02:30:00,2.05,20.433333333333337,4.751547339523342,2.75,18.87,16.82,19.57,20.43
9VNL9,CONTAINER,REGIONAL CONTAINER LINES (HK) LTD,"SHEKOU, SHENZHEN",2025-05-05 09:41:00,2025-05-06 03:30:00,-17.816666666666666,8.333333333333334,4.751547339523342,1.0151094590075374,0.0,17.82,18.84,8.33
V7A7425,CONTAINER,T.S. LINES LIMITED,"SHEKOU, SHENZHEN",2025-05-06 06:39:00,2025-05-06 04:30:00,2.15,7.866666666666666,4.751547339523342,1.6166666666666667,20.97,18.82,20.44,7.87
VRMR5,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,"NANSHA, PANYU",2025-05-06 09:07:00,2025-05-06 06:00:00,3.1166666666666667,11.816666666666666,1.4685716925063141,1.4,23.43,20.32,21.72,11.82
A8KS6,CONTAINER,YANG MING LINE (HONG KONG) LTD,KAOHSIUNG,2025-05-06 07:04:00,2025-05-06 06:00:00,1.0666666666666669,8.416666666666666,1.4651383613673348,1.3666666666666665,21.38,20.32,21.69,8.42
D7ID,CONTAINER,SINOKOR HONGKONG CO LIMITED,HAIPHONG,2025-05-06 00:13:00,2025-05-06 11:00:00,-10.783333333333331,7.866666666666666,1.4899948159668215,2.4,14.53,25.32,27.72,7.87
VRGO7,CONTAINER,OOCL HONG KONG BRANCH,SINGAPORE,2025-05-06 13:49:00,2025-05-06 13:30:00,0.3166666666666666,9.1,1.2428239294484198,1.320218605538567,28.13,27.82,29.14,9.1
BPBX,CONTAINER,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,HAIPHONG,2025-05-06 18:16:00,2025-05-06 16:00:00,2.2666666666666666,6.733333333333333,1.4899948159668215,1.15,32.58,30.32,31.47,6.73
9V7862,CONTAINER,HYALINE SHIPPING (HK) CO LTD,KAOHSIUNG,2025-05-06 18:42:00,2025-05-06 17:30:00,1.2,14.266666666666667,1.4651383613673348,1.2608247422680414,33.02,31.82,33.08,14.27
VRUM9,CONTAINER,SITC SHIPPING AGENCY (HK) COMPANY LIMITED,"SHEKOU, SHENZHEN",2025-05-06 20:34:00,2025-05-06 18:30:00,2.066666666666667,5.366666666666666,4.751547339523342,2.066666666666667,34.88,32.82,34.89,5.37
BLEP,CONTAINER,KANWAY SHIPPING LIMITED,TAICHUNG,2025-05-06 22:57:00,2025-05-06 21:30:00,1.45,16.533333333333335,1.3326324786324786,1.3,37.27,35.82,37.12,16.53
OWLD2,CONTAINER,PENAVICO (HONG KONG) LIMITED,ZHOUSHAN,2025-05-06 23:02:00,2025-05-06 22:30:00,0.5333333333333333,11.816666666666666,2.6176767676767674,1.0,37.35,36.82,37.82,11.82
9VFC2,CONTAINER,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,PORT KLANG,2025-05-07 00:04:00,2025-05-06 22:30:00,1.5666666666666669,9.966666666666669,0.9821639632842957,1.2666666666666666,38.38,36.82,38.09,9.97
VRUO9,CONTAINER,OOCL HONG KONG BRANCH,"XIAMEN, FJ",2025-05-07 03:33:00,2025-05-06 23:30:00,4.05,31.916666666666668,1.335401477664237,1.65,41.87,37.82,39.47,31.92
